user.screen_name,full_text,id
LIZSevenNine,"@Zeppelinlover1 Complicated social reasons. Though I'll explain it like this. The ""Anti-SJW"" is just the last generation's ""SJW"". They like the status quo that they grew up in because they feel the most comfortable in that state.",1381432293718384645
page88,I’m interested in every dippy micron of fun on Twitter so imagine my terror in discovering that I am not interested in something to do with actual controversy &amp; Substack! I am interested in aphids ffs &amp; rehashing gamergate! What has happened to me,1381432286260957186
WashTimes,"Number of U.S. foster parents declining as need rises with unaccompanied immigrant kids

https://t.co/VNPjWb96n2 https://t.co/XShQi6qUpD",1381432275737452544
hoops1_dre,They didn’t call me a nigger,1381432270402228227
YB38BABY,immigrant parents don’t know how to fill out school forms but they know how to tax evade 😹,1381432259023007745
DictatorClass,"@CurrentCitizen @CedarSupremacy Globohomo realizing that straight black males fundamentally love masculinity, strength, firearms, and market capitalism and despise weakness, feminism, and SJW bullshit",1381432253176147973
The_MegaWhale,"@whale_alert Come join the MegaWhale family!

VIP members made 500%+  This MONTH! 

MegaWhale free channel 👇
➡️ https://t.co/TYpYjYm52s
💎Ask about VIP premium 💎

$Hbar $tfuel $zil $zec $enj $btt $rvn $cake $dash $snx $grt $dcr $mkr $near $matic $rune $etc",1381432140944957440
Matheus21041423,@dorgasoo @Nigger_Man123 @berserksouls Bad vibes,1381432069155348480
QuaIitty,Theres another nigger in the item shop https://t.co/lUO2oO65mg,1381432037542871042
MasihB9,"@BidenTracking Diversity visa winners 2017-2020 denied by Muslim/African/Immigrant Bans should've been lawful permanent residents of US. A new bill like the one in 1998 will help them. Congress needs to act.
#I_Want_My_Miracle_Back 
#MuslimBan 
#NoBan
#DV2017-2020 https://t.co/04q00uJqzW",1381432036917923841
mcgaughy_april,"Watch ""Black Conservative DESTROYS Woke Narrative (Woke SJW FAILS 2021)"" on YouTube https://t.co/XHnDcteLnL",1381431944135774218
TonyBSituated,"Even when i was broke, lI Was Never A Cheap Nigger",1381431803890827267
Ftheballergal21,"@fuccfrank @Skeletons___ Still playing the ""Im a victim"" card?",1381431752900612103
mohamadtm91,"@RationalDis 100% sure that Doomcock is one of those blocks whose account is made purely to bet off the rise of ""the next Gamergate"".",1381431649397710849
MasihB9,"@aayoub Diversity visa winners 2017-2020 denied by Muslim/African/Immigrant Bans should've been lawful permanent residents of US. A new bill like the one in 1998 will help them. Congress needs to act.
#I_Want_My_Miracle_Back 
#MuslimBan 
#NoBan
#DV2017-2020 https://t.co/T6B8QTNXjZ",1381431506745257986
freddietrmpr,"@leftist_weeb @ickycasket i know what fascism is, thank you. but by your statement you are in fact equating being into gamergate with being a nazi as if they’re at all comparable.",1381431455088308224
zyma_raj,@KhanAmanatullah @DelhiPolice Is it... Great... Pls go and don't come out... Some disease like corona and ??? Needs to be quarantined... Well I hope you understood... The war on hate would-be won by love... Started the victim card thing... Come on buds grow up... Not india but world knows...,1381431253040201731
Colleran1Mike,Man whose brother was killed by illegal immigrant sends message to Biden https://t.co/ELNuwyt1QI via @YouTube,1381431239488442368
MasihB9,"@StateDept @POTUS Diversity visa winners 2017-2020 denied by Muslim/African/Immigrant Bans should've been lawful permanent residents of US. A new bill like the one in 1998 will help them. Congress needs to act.
#I_Want_My_Miracle_Back 
#MuslimBan 
#NoBan
#DV2017-2020 https://t.co/lD58TWQA3C",1381431142763663365
judell,"""Any company interested in cultivating the multihued, multiethnic, cross-marrying, immigrant consumer of the future would have to think hard about continuing to move in lockstep with a Republican Party that is determined to time-travel back to the 1950s.""

https://t.co/vuSo4u0pV6",1381431092297654273
JayHiggies,WINNING: Shapiro educates smug egotistical SJW on basic logic skills https://t.co/qyUSkmWMuq via @YouTube,1381431056780328962
SAReport,"Only one child at the Freeman Coliseum facility has been reunited with his family, immigrant rights groups said they were told. https://t.co/k8Vit5t8sj",1381431033913036804
p1antain,Immigrant fathers 🤝 turning off lights around the house,1381430962484088832
NoraWu_,"⁩ Gratutude to Katelin Kariko, an immigrant whose 40 years of research on mRNA is the basis for both Pfizer and Moderna COVID vaccine. 
 https://t.co/oekVmh8skk",1381430952077914112
himalayan_snow,"@arifsazmi @iScrew @jamewils See this also. Sabarmati Express burnt down and many innocent people killed. You people do NOT talk about your sins. When retaliated, you play victim card. What about the innocent people killed by jihadists all over the world ? ( terrorism ). https://t.co/si7lmfoDA5",1381430934642155521
nick_sal1,"@SteveMontanino @CuriosACStewart @zpopo15 @prsnl_space_inv @peterboghossian he’s a grown ass man and he’s acting like a little bitch SJW cause he knew people like you would eat it up. Watch the entire video. @TheOfficerTatum breaks the whole thing down. The older Officer was loud and abrasive, but that doesn’t explain why this is going viral....",1381430916086648832
iamSanjeevV,Ashamed of this sexist pampered dumbo of system... and #NCERT or any board who teach her as role model...have seen many times this stinky old bag bashing guys. #NotAllMen will take ur shit lady. #kiranbedi u lost ur father may u lost all sons around u to get real value of them. https://t.co/PBxuDXlS6w,1381430782703456257
snakesromantics,YES!! i remember my class arguing about weather my immigrant family had rights or lot and i’m just there like 🧍‍♀️ https://t.co/D5oG24bgSb,1381430753200721922
Neph_Lon,"""People talk about the story of immigration as one big happy tale. But in every immigrant story there is sadness as well. The sadness of a country, culture &amp; family left behind. A mother who would quietly weep at night, distant from the child she loves."" https://t.co/wimmO8VAV3",1381430743109234692
ValuesXtian,"@mattgaetz @ggreenwald Own it, like hour God, Donald Trump! Tell the libs they are loosers fore not supporting sex trafficking! Tell them to bow to you! Stop virtue signaling like an SJW and embrace evil!",1381430715968073729
Pocket_Aces77,@insectshelf3 @charliekirk11 Our government isn't spending $775 per day for American children.  It is spending that much for non- American immigrant children. A question about  spending priorities is a perfectly honest question.,1381430696066043906
SoloRayForce,@TheOmniLiberal #NotAllMen oh wait I mean #NotAllSocialists,1381430671080574977
TheWeekMSNBC,The State is expected to rest its case in the Derek Chauvin murder trial “early next week.” Chauvin’s lawyers may invoke a controversial concept called “excited delirium.” @LawProfButler shares his thoughts on the defense: “It’s dealing the race card from the bottom of the deck” https://t.co/AJECC784oK,1381430659273658380
SHOUTmyBook,"Check this out! - The East Side of Addiction tells the story of how drug addiction ravaged a working class immigrant enclave in Worcester, Massachusetts. @JackMaroneyjr https://t.co/f9piPYMbrK https://t.co/ENRHJUS2ps",1381430647634419715
Art_Vallejo,"@nypost @pnjaban  So the City of Burbank erected border fencing to keep the immigrant owners from ""illegally entering"" in order to have a better life for their family. #RecallNewsom",1381430633612730368
RTrilits,@SuaveBebe Do you realize how many people get downed because of people like you? How would you like it if you got called an ugly ass? All you people always comment on looks and how we’re “fanboys” even though I just support them. You say all races are equal but pull the race card.,1381430593150451712
SlossMasterMind,@transartforall @almostdr_obrien @acog @MayoClinic It's a disorder that can't get fixed cause anyone who tries to help gets call transphobic &amp; gets bullied with the victim card.,1381430558098612229
PRVT127,“do immigrant children deserve to live? pick a side and debate” *queue white kids trying to explain why my friends and cousins deserve to be abandoned in a country they don’t even remember*,1381430472127905796
leftist_weeb,"@freddietrmpr @ickycasket Of course not. But Gamergate lead a lot of people to the far right and becoming fascist. And you know there are different kinds of fascists, right? The only thing holding them together are rabid nationalism, intense racism, authoritarianism, rabid statism, and imperialism.",1381430369249992706
sIytherinten,oop dad said if i domt start makin money i better stop jesus . ik hes a full on business man and capitalist on top of being a 1st gen immigrant idk what else i expected lmfaoo,1381430238152945668
keira_churchill,@LeaveEUOfficial It's not like you fascist types to be crying over the death of an EU immigrant living off benefits in the UK.  You usually encourage and celebrate these events.  Was it his vile racism made him more relatable to you?,1381430205038858245
daengbok,notallmen#😔✋ #DebateKingdom,1381430159832711172
lulacrazygirl,"As someone raised in a Nigerian household, I am absolutely perplexed by Apollo's Nigerian ""accent."" It is very American kid imitating their immigrant parent 😬 I even had my mom listen to one of his promos and....she was not convinced 😅",1381430155797667848
kinziefbi,"also dont come at me, but i am sick of people saying captain marvel is such a sjw movie and character. i read the comics, brie did a great job with the memory loss thing, and shes a sweetheart, just shows it in different ways, the media made her look bad.",1381430024222486531
Kiyoko_simpp,"@xovlee88 - first impression: “damn they got some bangers”
- your nickname in my head: Nigger Lee
- closeness rating [1-10]: 8 1/2
- do i like you: yes ur the loml
- should you post this too: if u want ig 😩",1381429963664977921
LunghieDwue,"@BlackCulture_HM I don't understand EFF supporters, really there is something wrong with their brains.Stop playing race card .",1381429951522611206
JellyBe77861003,"@DiPunished @Hammert13065731 @RedBeardShtlord never heard of this-but, it makes sense of an experience-co-worker from Haiti-played race card in many ways-no call to say will be late or absent-boss put up w it-she checked that box-yet,she would chimp if anyone did that to her-imagine the nerve-host country-still act like that",1381429895197306885
AmazingHemi,"@Sixteen_Tons He's not capable, he just wants to play the race card since I think BLM is a hate group.",1381429819045466117
battle12_battle,"@nationstatist1 Wage disparities aren’t equal to racism, no. However Chinese and Indian immigrants usually have high skill jobs when the arrive in the UK, opposed to other immigrant groups",1381429775139536903
Casper30214,"There’s a way to turn the tables on this administration. Instead of complaining and cursing what you cannot change, take advantage of the opportunity to influence? If you’re a believer, and are bilingual, use your ministry to educate the immigrant population to the truth. @GOP",1381429746177875976
RupaBaikampady,"@SanggitaT One or the other day, the entire world will reject the 'universal victim card'.",1381429739995361281
romcomgenerator,"no one knows what tomorrow holds, especially mia, who was just a regular immigrant. that is, until a paleonthologist turned their life into a quiet mess. it's a story they'll never forget. featuring dwayne 'the rock' johnson and harrison ford.",1381429734643544066
CTyankee860,Yale Law School helps bring settlement in immigrant detention case https://t.co/soOqFPt1dx via @nhregister,1381429661666803712
MirabelleW18,"New York Will Spend $2.1 Billion to Give $15,600 Checks to Illegal Immigrants https://t.co/5ubEJOI01N",1381429629102215170
honeybeehozier,"I was what the kids called an SJW back in 2014-2017ish era of the internet. all I gotta say is its nice of y'all to catch up, there is strength in numbers",1381429613201661954
FinalSoul_FS,@Antacidsnake @MindsetTeacher @Brycetv1 @Liat_RO @JamaalBowmanNY Because it would be harder to put money in bank/invest in stock market or anything like that as a undocumented immigrant but Bitcoin would be a safer option to evade from the government so if anything it is actually more of a positive for undocumented immigrants than a negative,1381429529864978433
lostchildgabe,these hoes be so ready to call me A PeRsON Of cOLOr like nah ima Nigger,1381429479453700097
myles6thomas,"@scrumptiouspilo @BlackChad11 @FootbaIIism Sure there’s something about the media and black QB’s but that’s not the team’s talent evaluators, Lawrence is the worst prospect you could possibly choose for a race card argument lol",1381429416832688131
chup_ekdum_chup,"To hide own mistakes what narcissist do ? 

They play a victim card with the help of exaggeration.",1381429353905451011
freddietrmpr,@leftist_weeb @ickycasket do you think gamergate and the fucking third reich are morally equivalent i’m asking,1381429188226322438
elchicobasico,who’s daddy’s little SJW? ;),1381429181611843586
trustdtravelr,Lara-Garcia: The border can't be our only concern. The U.S. needs an immigrant integration policy.,1381429154663571458
breezega,Is troublemaker code for nigger?🧐🧐🧐 https://t.co/ep4xgU124d,1381429054616838148
ar3ylol,keep on and you gone be included nigger 🤣 https://t.co/YTT5aHf0kE,1381429052800700420
GregWest_HALOJM,"@Daniell76509317 If they can teach untested illegal immigrant children, they can teach ANY untested children.",1381428921183395845
greggchadwick,"The story of an immigrant family attempting to crack the American Dream, the acclaimed Minari is blazing the trail for a new kind of story https://t.co/cPYaJaw5aX",1381428887377219584
rdhower3,"@bitmoreanon @thankscinco5 The outcome would've been different. Paid my $100 fine and no harm was done except losing $100.  Again, has nothing to do with skin color....stop trying to classify it as racist. The cop who sprayed was Mexican or Spanish whatever. People are always so quick to pull race card...",1381428767550275584
JBiden666,@amychua Play the race card. Good job you piece of shit!,1381428733614129152
cassidymusic,@sethmpk Ughhhhhh so anti-immigrant - and anti-community trust. I feel so lucky and excited to have food from my neighbors.,1381428654836711426
kismetist,@Vinegar40427447 @Lastplace_champ @alkalijuez @TomiLahren @CBP I’m sorry. Are you saying there was no massive immigrant migration under Trump? Check out his stats for 2019.,1381428612352651267
AHxIntrovert44,@shoe0nhead Tankie is the new SJW https://t.co/5N1DDiRPZi,1381428556178198529
basedburner23,"@AndrewYang is pure trash. He’s a shit meme candidate who’s ideas target the most vulnerable. He’s not relatable nor is he that smart. The teacher, immigrant, working class bashing is disqualifying.",1381428514780372999
SlossMasterMind,@GlassFembot 10 murders a year &amp; their the most wanted by criminals. T's are abusing the victim card far too much.,1381428472468406276
TrennerMargaret,"The most accurate indicator of 90% hit on BTC signals, we can do a lot 👉 https://t.co/RSixb3OPu6

$FTT #bitcoin
$ADX $OAX $BTC $MKR $ARDR $JST $IOTX $MTL #zilliqa $HOT $KCS $YFI $LEND $AION $IOST #ethereum $SRM $WPR #chainlink $LINK $KMD $WABI $MITH #NFT https://t.co/PyiRBEJPYn",1381428392218755077
AyoTristan,"a nigga don't wanna be called nigga, you gotta respect that nigga's wishes...Kyrie bust out the N̶i̶g̶g̶a̶ ̶N̶i̶g̶g̶e̶r̶ Neither shirts is when he'll lose me",1381428334140260355
Jasmines_Space,“Nigger nigger bigger” ~Julian,1381428303245017095
WACVetBklyn,@Slapdragbunt @Jwebb1298Janet @TinaMGLong @RealCandaceO @MLB White Anerica has been playing the race card since they first stepped foot on land here. The race card is American history Timmy!,1381428275646447624
Slickslim3,"@YasirSoulKing @Henrysdam @Black_American8 @menaceiisoci3ty Nigerians are the most educated and successful immigrant group in the US, even white people and Asian Americans can’t touch them in terms of education, talk less of some victim playing gangsters and single mother households. Worry about your fathers abandoning you, Africa is ok.",1381428255710830594
notghostgum,@GlinkLive @thekinocorner React to “SJW OWNED COMPILATION 2016”,1381428249838882816
dianadai6,"In every immigrant story, there is sadness, the sadness of leave your loved one behind. https://t.co/atD5VPAeNm",1381428232789102592
sickyouthh,got on omegle for 2 mins &amp; was called a nigger 4 times how dat work,1381428164832989184
MjbAndroid,#InvincibleOnPrime still an absolute rip off of everything that's come before it 04ep in. This could be a good show if just a little bit more creative talent when in it and a lot less #sjw,1381428144062623745
Watermelone9947,@MizuEiga @AwfulMetacritic might as well put an sjw on it lmao,1381428043479019520
53percenter2012,WATCH: ‘Presiding Over The Abuse Of Children’: Abbott Slams Biden After Allegations Of Sexual Abuse Of Immigrant Children https://t.co/Gwjc3bJonN #MAGA #tcot #pjnet,1381427855192641539
OJ_Villalobos,The Hustle culture in the immigrant community is praised and I am tired of that shit so much it makes my blood boil. This takes a full toll on you like not man. That ain’t cool at all. https://t.co/9myAuyrpTm,1381427851816222723
NidaaroTenbi,"I’m saying all of this to say that if as a child, people pleasing tendencies can develop from things like absent parents or harsh/spiteful teachers, taking the eldest immigrant daughter role even when you aren’t the eldest or technically even the daughter can leave deep scars.",1381427780106252290
mark14907,How a Burmese immigrant profited by flipping cheap oil leases from Trump auctions – Reuters https://t.co/sfTa92S0IJ,1381427624824729600
WxwC2I57gUmWnPS,"@HighOffPnD @ricoririsu Are you capable of viewing things holistically without bias or are you looking to ""pwn sjw haha fax and logic"" this",1381427620953214978
kozumekenma,why do immigrant parents only take you seriously when you scream and cry at them and then even then they're still like ehhhh,1381427568168026128
DanielBochenek3,"@NBCNews STILL PUSHING THE RACE CARD.
THERE IS NO REAL NEWS ANYMORE.",1381427544482852865
AudCavalier,Btw I'm not really into comics anymore (lost interest in my early 20s; definitely died to me when they went full SJW) but there are some amazing artists I still follow that I couldn't help but attempt to translate their work into 3D,1381427466242252803
rawkoutwithurd1,"@CP24 Good for them - about time people woke up to this nonsense.  Remember leftists: protests and looting was just fine when you were out fighting for your SJW causes, so don't complain now.",1381427405328367616
LoudSquirter178,"“we live on a floating rock, school doesn’t matter” bestie some of us got immigrant parents who worked hard to move here so we could have better opportunities, now MOVE WHITE GIRL",1381427350915678209
pablodiiorr,"@the1confucius @SnizzyIzzy @JDoc311 @PowerallPower @KyrieIrving Who started it though? And who perpetrated it for 400 years, constantly reminding us and indoctrinating us every time we walked into a diner, on a bus, or in a new neighborhood? Who reinforces it every time the term “nigger” is spouted at a black person? Oh okay.",1381427224809779203
DefineAmerican,"""The Man Who Sold His Skin is a funny, touching, and pointed film that's been nominated for the Oscar for Best International Feature.""
https://t.co/8mXEgfIjOr",1381427098863157250
sweatsandpizza,Actual photo of Andrew tying himself in knots while trying to play the victim card #90DayFiance https://t.co/XO7k25KYae,1381427060049072131
kelvinmack40,"@Blackman9031 @seethingsista lol,yeah,they straight brodied the S.O.L and made the myth of being an immigrant nation.they full of ish",1381427044941185029
kristhesadgal,"@ConoursEU Yes, they are culturally American (although we do have a sizeable Irish immigrant population here)",1381426966428016645
BoxerXrp,"Too bad you all
Don't wanna buy
We can make
$NU fly 🚀
Only 58 cents 

@Coinbase @OKEx
$btc $eth $ltc $bch $ada $yfi $atom $comp $link $xlm $dash $band  $knc $uni $wbtc $matic $atom $eos $knc #xrp $Lrc $algo $bal #xrpcommunity $eth $ltc $xtz $uma $yfi $nmr $mkr $zec $grt #Bitcoin",1381426920399663105
Joeshmo06937709,"@richmacleod @BobbyBroad Bet you didn’t know this about your racially oppressed hero. His dad is a Suffolk County detective, One of the highest paid cops in country. So maybe he should tone it down a little with the race card. It’s all bullshit https://t.co/rAMw4bVjzV",1381426887570956289
AusJPolSci,Minor parties are underreported in New Zealand’s Chinese and Indian news publications. What are the implications for informing ethnic and immigrant minorities during electoral campaigns? Read this piece by Kate McMillan &amp; Fiona Barker.   https://t.co/9ZTmcUZ6tr https://t.co/RNSU67oodd,1381426876531494912
chuyfromdowney,@jamjar1970 @ACTBrigitte But they lose their shit because PRESIDENT Biden is paying $86 million to house immigrant children in hotels,1381426839160193026
Daniell76509317,yup! so true...those same teachers won't show up to their schools for their classes but they'll go and teach illegal immigrant children how to speak English....for free... https://t.co/MI4dskwIpr,1381426694842617858
LunarLex2137,@YoungBIoodLink @Daveskiiiii @Mafkumin @AJMasterSith @FUNimation Because that isnt sjw feminazi liberal cenosrship probaganda 🤬🤬🤬,1381426633547079680
Crypto1Mr,"Follow @gem_insider 💰💴

For those easy profits💣🚀

BEAST @Gem_insider

 $sc $omg $cake $kdg $dcr $pepr $imp $kip $vet $xlm $xdex $btc $snx $flow $cru $klay $mct $mx $rpt $vra $ram $ksm $cro $wccx $omi $btcz $nrv $eos $thc $btcb $rune $hbar $mkr $dgb $qtum $kyl $chz $one $win https://t.co/BTUzcIuNDU",1381426533336764421
GeorgeJennett,"@mattgaetz This is an actual example of the the race card. Dude's in big trouble, trump wont acknowledge him but there is one thing he can always try to rally his base.",1381426379871375360
peachy_tea132,"My dad was like, “immigrants bad l they steal our jobs” but aren’t you an immigrant?",1381426263059886081
KenyasSon,@DeborahAyorinde Amazt performance in #Them I definitely can relate to your experiences as an immigrant from the Gayle King interview,1381426213688901634
TheCarltonBrock,"A lot of people are asking about Apollo’s new character. He’s a first generation immigrant.

“Uhaa is of Nigerian descent. His father is originally from Vandeikya, Benue State in the middle belt region of Nigeria. His mother is also from Benue State, Nigeria.”",1381426198010560512
NuoImperialista,"This is why i call a pig what it is. 

A mf pig. Even if its a nigger pig.",1381426197586907145
takeshi_aki,More and more toxic SJW appearing attacking people in Twitter. This is disgusting,1381426082818093059
Saline_tRick,"@boodacat2020 @gigibuddapdx @catlady111310 @Synyster63 @RonnieMotes8 @fuzzytoad @CFL68 @BassistOld @JonTurn13893341 @MarkHoliday17 @Flattielover @EthanolFree90 @SuP3rK @topleveltroll3 @TreatHunterDog @snojustice1 @scary_brock @Jetson77 @Thumper18560818 @ms_julialee @LadyOfTheOcean1 @HailCaesar2021 @yourwifesbitch @_AnaSsassin_ @FishNGritz21 @MyChickenDinner @KingCujo @Sun58Valencia @CapJ2021 @MuscleBalancing @LisaNicholo @misshellca @waywardmegan15 @VinceGottalotta @TrimbleRodger @KittieEgality @Lawrenc63328917 @MamaLouies @Alawnguy @PhilipEMSkinne1 @Gitmo14 @giddy_bunny @2tall2fall4it @chriscr66024638 @eyesore99848340 @bionic283 @1776FreeSpeech @GoldenAgeOfUS @J_H_thenite @psfnyc5 Those immigrant sex traffickers are stealing our jobs, man.  Buy domestic imports when you buy American.",1381426011019964416
milIslawrence,"Best Gen goes to lostmagician and her INCREDIBLE #/NotAllMen! I love this fic, I’m so happy it got so much love! 💕🎉",1381425996646252545
BWizz28,@BlackChad11 @FootbaIIism Lol your really reaching for the race card on this one..,1381425977595727875
BlerdHasWords,@FerinheightMr @anne_abban @lifatx @seanpadilla Nope you’re a FemiNazi,1381425941554024450
retardedself,just watch till they play the victim card https://t.co/XH6rpc2JYk,1381425936617246723
sammie_c_brown,"So Loser Andrew gets to sit listen, and comment on other couples but when it’s his turn he plays the victim card again and needs to storm off set. POS  #90DayFiance https://t.co/1UFwaF3zp4",1381425882112389123
feministangel13,"@Capitan00teri @PatriciaLavatai @6ixGod_SK @b_z_p1 @vegasbaby2012 @Yazable @RoyalFamily Texas has the largest Sub Saharan African immigrant population. We considered Italy, Canada and the UK but we are English speakers and there were more family and friends in America than in Canada, Italy or UK. Also more economic opportunities and better education",1381425834909655042
malfoysbarnes,immigrant song https://t.co/f0ShPpUz6O,1381425750113447936
Since19854,@IrvingsGoat @RealSkipBayless It’s a discussion because Kylie tried to pull the race card lol doesn’t even make sense,1381425652222541827
CosplayCatLuver,"@ramadhan1a Why are trans people male to female &amp; female to male ONLY?!🤷🏼‍♀️

Original chromosomes say otherwise. If someone has no chromosomes, they don’t exist. 

Last time I checked, every human either has XY (male) or XX (female) chromosomes.

Your bio tells me &amp; others that you’re an SJW💁🏼‍♀️",1381425636623986690
retardedself,"see THERE it is the victim card ""but I'm just 14"" mf then go do your homework rather than threatening rape on random people on Twitter do com you weirdo https://t.co/FHnv7gp0ti",1381425613987217410
creatrixtiara,"""Immigrant. Socialite. Magician.""
Excuse me I am 2/3rds that

(Also I wrote a HP/Fantastic Beasts fanfic with this sorta premise, based on South Asian immigration in the 20s and set at a Gatsbyesque party, so I'm curious about this one) https://t.co/fkFHKlWDVN",1381425599537770500
yngturk,"@JackPosobiec From Newsweek: During the 2019 Democratic primary debate, Harris was asked if an immigrant should be deported if their only offense is being undocumented, to which she responded by saying, ""No, they should not be deported."" Kamala Harris welcomes all! Or, how to lose an election.",1381425522417135616
bartleyamandaj,"Beautiful: “People talk about the story of immigration as one big happy tale. In every immigrant’s story there is sadness as well. The sadness of a country, a culture, a family left behind.  A mother who would quietly weep at night, distant from the child she loved.” https://t.co/nNmliTwcjf",1381425511801442304
AsthanaRoli,"This is very moving. Fatma Zakaria was a remarkable and understated role model for generations of women. 

But also moving for every immigrant family that embraces the pain of separation to allow (even encourage) their kids to achieve their potential and follow their dreams. https://t.co/u7GwJNVz8A",1381425457124438018
apilotjones,Wild how a immigrant finds his true heritage and decides to proudly claim it. I wonder if actually happens irl or not so crazy.....bitch boy https://t.co/mRGcLhSA67,1381425387960406018
Krush410,"I'm purging the words nigga, nugga, nignog, nigglet, nigger with a hard r, and nucca from my vocabulary. Only Nignificent will suffice",1381425369861996544
Crypto1Mr,"If you don't follow this rock right now you will spend all tokens @gem_detecter

 $elec $ryiu $mana $btcb $ada $rpt $atom $rune $dg $iris $cyf $pnt $kcs $ilv $okb $nexo $hnt $mkr $ram $uma $haze $dai $btg $mcb $xrp $bch $long $stc $tndr $btc $ht $omi $rvn $tlm $trx $icx $sol $ar https://t.co/MmzTnrolSK",1381425317533847552
MKR_plusfashion,I just want it to go away already. 😔😤,1381425312739815425
dioswalamil,@djmuel_ @Nigger_Man123 @berserksouls He doesn't owe you any explanations.,1381425289528541187
rakeshgaru2,@guardian Another crap from a feminazi media with dumb writers,1381425178559668226
HuleyIsaiah,@ClappedDan @Forester932 @Hard_knocklyfe @FootbaIIism “Stop playing the race card” is too cliche for me to hear lol,1381425125237477377
retardedself,these mfs just loooove to play the victim card https://t.co/7V6D7A8utV,1381425037891133440
realxniyaa,@janaylee___ Nah bro them folks b saying nigger n all,1381424958119817218
IronyGuy6669,"Woke Capital is hierarchical. Basically the whole issue of Oppression Hierarchy. Based Capital is Dialectically Rhizomatic. It flows from assemblages of dank memers, contrarian traditionalists, and esoteric post leftists, with original ideas like vote republican, and SJW = Cringe",1381424877756895232
Libturdsworstn1,@KyrieIrving So whos going to pull the race card first? This is confusing https://t.co/LzNaXXBWJQ,1381424823163891712
VenusianFebio,"@NinjaEconomics I used to follow this account.
Is it managed by an SJW now or I remember the wrong account?",1381424799705075712
championshipir1,"@davidhogg111 Hard work, tenacity, perseverance and heart...all required to own and operate a successful business!  Sadly you don’t possess any of those qualities but keep playing the #victimcard  It seems to really be working for you! #MikeLindell #DonaldTrump",1381424670281363458
ClappedDan,@HuleyIsaiah @Forester932 @Hard_knocklyfe @FootbaIIism Discrimination? Nah dude he has 22 rape allegations. Stop tryna play the race card,1381424521643712513
iluvspanishhoes,@janetnborja1 @peter_dantona_ I can unfollow. Nigger,1381424390949179393
marieostby,"@crookedmedia @morninggloria @AlyssaMastro44 @HillaryClinton @__Shaniqua_ @shitfromkiran Should my American husband be the only name on the deed of our future home? Wonder if you can address this in light of your longstanding support of immigrant women, who are not having an easy time in the US these days. (2/2)",1381424326059122694
VitaBreva,"@VerePassum @areyousurebruv Likewise the countryside could be a healthy place of fresh air, and hard but honest work, and connection to nature, not pesticide residue in the air, fertilizer in the water, exploited immigrant labor, GMO crops, unrepairable tractors protected by IP law, and meth.",1381424323047514122
richardparris_,"I'm still stuck on this 66 year old guy man who tries to relate to me because he's an italian immigrant... Like sir, what ever challenges you think you have and MORE IMPORTANTLY what ever challenges YOU THINK EYE have!!! (Ok, cause read that again) are not the mf same.",1381424270362939393
jmolinelli7,@DineshDSouza @nypost Just like AL Sharpton and others...they profit off the race card.,1381424239421571074
TravelGov,"@LittleMare98 @1chrisjriley @TotemTom @busypalekiddo @CBP @CDCgov Immigrant and K visa applicants in South Africa, Brazil, Schengen Area, UK, Ireland, China, and Iran should review the website of your IV processing embassy/consulate to verify which visa services are currently available and for guidance on applying for an NIE.",1381424081430581248
scollins1475,@icychimpanzee @Breaking911 How bout' those illegal immigrant trespassers then!? 🤔🤔🤔🤔🤔🤔,1381424076053475329
lexaprogrammer,I was under the impression that a Nigerian drum fight was when you told your immigrant parents that you wanted to change majors from STEM to fine arts in college.,1381424037881016324
Uncertaintist,"@Paranoidmarvin7 @shillman1 That’s true. But I liked the idea that, even for a single observer at a single moment in time, language *is* insufficient to describe the complexity of life. eg “Adam is happy” “The painting is beautiful” “The immigrant is free” can be all simultaneously partially true and untrue",1381423938413211650
csutton1959,"@apinkrose @ladyndewgreen88 @stuff_charlie Yep, &amp; Piglosi LOVES 2 hire illegals &amp; immigrants. That is part of where her wealth came from. Bailey is a Jamaican immigrant.  Damn, we may have solved the whole thing about what happened on Jan 6. I was there &amp; KNEW it was a set up, the Cops were waiving the ANTIFA/BLM ppl IN.",1381423885011333122
AmandaLondon101,"@DaveAtherton20 ....Oh and I forgot to mention. We also potentially put our lives and our livelihoods at risk from SJW's and angry mobs, if we speak up for the Rights of Women and Girls. Does the term ""Die Terf"" ring a bell?",1381423854065606660
SIPublicHistory,"#NYHistoryAtoZ: I is for Immigration. ⁣The Ellis Island Immigrant Station opened In 1892. Where did immigrants arrive before Ellis Island opened? 

Find out: https://t.co/6534ABEJoR NYHistory https://t.co/REGuCfHYmD",1381423844028735488
dubey_ashu,"@Basavanahalli1 @Gauravmtweet @venkateshprasad @kannadiga2694 Every immigrant must ignore the scumbags like you who create language and regional divide. People like you are everywhere be it Delhi or Bengaluru.
And no doubt everyone should love and respect local language.",1381423828862046209
theallisonblue,"in the most diverse + one of the most BIPOC &amp; immigrant populated suburbs of minneapolis, during chauvin's fucking trial, 6 months after george floyd. disgusting disgusting disgusting",1381423731524820992
AlerteGeneral,@NotBipolarB Telling the TL you’re an immigrant&gt;&gt;,1381423684380983300
SweetyG95702947,"The best way to get into d limelight,get free publicity is too play either wid victim card or else defame the HONEST PEOPLE
For both Bhaskar Defamig is the CUP OF MORNING TEA....

Dainik Bhaskar Defaming SSR https://t.co/qdWGFjLIk9",1381423627904581635
