user.screen_name,full_text,id
snackgod,@big_business_ @JrGadson @RealSkipBayless his thoughts were i look bad for fighting in a game how can i play the victim card. o wait i know go on twitter an say what he did. come on kyrie a diva like al lthe others. he said the earth is flat than blamed the media for it.,1381449380490698762
crosscross2020,"@MiddleEastEye No more victim Card &amp; racism card. The world has seen enough of how these r used to fool westerners.
#America",1381449227511898112
dokaurikaadmi,"Ancient trick of playing ""victim card""
@RanaAyyub @sagarikaghose @zainabsikander @khanumarfa @shahid_siddiqui @Javedakhtarjadu @cjwerleman @CraigCons @washingtonpost @nytimes @TarekFatah @Imamofpeace @TahirGora @ImranKhanPTI @tavleen_singh @AmirMateen2 @KlasraRauf @nailainayat https://t.co/W5QyaPA9yC",1381449208587161601
thexbasha,I must be high I’m screaming dog “GET THAT NIGGER BITCH OUT OF HERE”,1381449122755006465
Sherry740red,@DeltaXT99 @deadnekton @Forbes You demonstrate sheer ignorance &amp; privilege with “playing the race card.” Your statements are nothing more than flippant derailment tactics.,1381449084817444864
DamianEd_,“In every immigrant story there’s sadness as well”,1381449083181694980
GoldenDawnn,"This nigger really said my real life persona matches my ig. 

What am I even supposed to do with a comment like that 😐😒",1381449067453091843
DamienDMichaud,"Jeckov Kanani an Arab Israeli immigrant speaks out against the government imposed destruction of his business. @albertan_angry @TheGreatCanadi8 
#GreatCanadianSpeeches
https://t.co/s7zQ3VNvN6",1381449024193003522
AlexLasryforWI,"@melajessi_1 @ava_unity @ReverendWarnock @DavidPurdue @AlexLasryWI @SenRonJohnson @MelanieforNM @JeffJacksonNC @SenatorBurr @Marcus4Georgia @mtgreenee https://t.co/vzMXp9m5gv
Dont treat me like a SJW, it is not true. In fact I am oppose to BLM so I lock up players until they contact with attorney general and fired them after they join in that. I do not support riot!",1381448974675161088
blueeyzzz20011,"@FareedZakaria I am glad you made this segment for your mom. Being am immigrant can be so hard, as you show here. I know first hand :( May she Rest In Peace.",1381448920698662915
ldylna80,"Hmm, would he grant an immigrant or Black man such a claim? https://t.co/vNoBQWplHW",1381448774703276032
LWavghist,@originalspin Immigrant communities wear those things to say “I’m proud of my heritage” not “I’m participating in the mother culture as if I were a resident”. My great grandparents left Korea and China 100 years ago when the culture was completely different in those places than now,1381448739336904704
Your_Eyez_Tell,@danimissesbts A “dirty immigrant” HOW NICE,1381448707523108864
Libertarian2001,"I’m tired of SJW’s speaking on behalf of other people. I’m tired of them saying that we can’t have Aunt Jemima on a syrup bottle because she was a slave,",1381448706319245325
FeedtheBirds17,"@stucam7771 The boarder, and immigrant caravans is all I hear about.",1381448704016670720
Lucha_lysol,"@LizKellogg_ @ExamineBaseball Agree tp this 100%. I come from a immigrant family and even though my dad has been chill about this, cant say the same for many aunts/uncleswho pushed college a lot. Like half of my cousins went to college, maybe more",1381448595182813188
KikiOeste,@TWlCEKlDS I’m sick and tired of your mob with the irrational outrage and abusing the victim card to avoid accountability for personal actions. He had a warrant and fled the scene.,1381448553927610375
Rays_Shines,Co-conspirizing given nutbags try to trick comfort activation moments when they lie to me all the time go fuck yourselves government plant agent events sick of being called a nigger during eating sessions,1381448507370901505
ProtectPatient1,Muslim immigrant reunited with Columbus family https://t.co/Lu9FrnQC58 via @DispatchAlerts,1381448415662518274
mkr_365,❌ sold out❌,1381448351892131846
moved2italy,"Not just an immigrant story with a happy ending, less so for this still unsung hero Kati Kariko, but also a warning about prejudice and favoritism in Accademia.

#NobelForKatiKarico
@sarahkendzior 
https://t.co/Zrvt0n8GU8",1381448283118260225
zane_the_druggy,"@LivianVEVO @usmcviking @fovillian_419 @apcloveswdc @Brendaw0701 @RepBoebert @DeltaCountyCO Not yet but I’m making assumptions, he called me an illegal immigrant bc I speak French and than a slur. Def seems like he would do that",1381448255209271301
SidharthKudva,@rickthetweeter @TFNINETYEIGHT @PrajawalPaul @WWE @LoganPaul @FightOwensFight Mate shut the fuck up? You're part of the same cancel SJW Twitter KPOP mob that's ruining this generation. There's something called second chances,1381448250515841026
hekasia,"How do the immigrants who run @FoxNews  feel about @Tucker Carlson’s anti-immigrant, white supremacist rants? https://t.co/DeK2QDFHvC",1381448249370890241
enfermosa_,Tweeting about my pregnancy in case one day I forget how dirty 1st trimester is doing me and in case this baby one day calls me his/her “immigrant mom” ALL THIS SUFFERING FOR THAT??!!! 😤,1381448249303687168
enormoussatan,"JEW THINK THAT'S CUTE!? JEW THINK THAT'S CUTE!? NIGGER, YOU THINK YOU'RE A SLAVE?! there were no jews in egypt. there were no jews in egypt. but there IS an upside down pyramid in close proximity to the smithsonian, designed by an octaroon than don't know camera obscura.",1381448238771937280
Esquiring,"@mkr_ultra Here's another neighbor who was completely fearless about me walking right past, or just completely lost in the noms. https://t.co/nvu9geRPj5",1381448167791587328
Truthntranspare,"@michaelcoren The CONs at all levels of Govt know they can be successful by pandering to single-issue-voters, (racists, anti-tax, pro-corruption, anti-immigrant, pro-life, anti-mask; pro-hate, doesn't matter which). Works for GOP in a 2-party system. Guaranteed to work with many left parties.",1381448166470467587
HumbleRuthless1,@lahcleve @stax_drew @Ghostm4nn @Shonuff73852960 @GmfScrap @KyrieIrving Can a white person call him a nigger and mean it in a hateful way or can they tell from looking at him he from Germany?,1381448064641212418
djBharatiya,"As usual, this ""journalist"" cries foul, plays the victim card when showed the mirror. https://t.co/QfiyPsv133",1381448060207689734
Ghostm4nn,@lahcleve @Shonuff73852960 @HumbleRuthless1 @stax_drew @GmfScrap @KyrieIrving Nigga is literally Nigger with the Southern accent. It’s like saying god with the British accent and American accent,1381448000720015360
globb_,“BEN SHAPIRO REKTS SJW FEMINIST COMPILATION” before it spirals. I’m not saying you have to forgive their actions but actively shunning them will only hurt the left.,1381447976510398464
globb_,"Anyways fuck leftists and their holier than thou bullshit when it comes to dealing with people who fell into the alt right pipeline as children,I’m an Indigenous bisexual woman with a left leaning family who was the stereotypical “SJW” tumblr type before adopting rightwing views",1381447972198576132
VesThaPest,"I'll start with 3: the sex, the politics, and the drama.

Sex, because older furs frequently groom younger furs and almost all cases go unnoticed.

The politics, because the SJW side is hellbent on gatekeeping and ostracizing anyone they disagree with for ""safety"". https://t.co/OmvUdmIjQM",1381447898823487488
sarabiaadmi,"@Palshri1234567 @BhagwaBadshah @Ask_Adiii @JibraanOP @gauravnigam90 @ruchikahooda @billu_the_spy @iamJinping @Victim_Card_ @yourjethaji @acousticankit @Ga6ru @Boiesji45 @Strangerwork @thakurJi__ Congratulation do guys mujhe .
. 2nd position aai hai meri",1381447893983223811
OrcDeath,"Every time she screams fire in a theater because she has been brainwashed to see SJW's everywhere, the nazis in her community start circling around the person she's screaming fire at. This is how leftists end up isolated and cruahed.",1381447815042232323
3NDERWALK,Fucking nigger why are you on the internet go eat watermelon or whatever you coons do — degradation kink on 100  https://t.co/Z6lOUxNEJz,1381447760117911553
KarlDzel,"@AskAKorean Welcome to every immigrant’s experience. My heritage is basically a last name and some funny booze on the back shelf at this point. Kind of sad, but on the other hand I got to leave the dumb historical grievances behind as well, so it’s not all bad.",1381447705537433600
sugrtwt,if only you were as good at hiding racism as you are at playing the victim card 😁 https://t.co/lRsQo7Pwkp,1381447594925260805
danimissesbts,@Your_Eyez_Tell 😁 exactly what I told one on TIKTOK and they called me a “ dirty immigrant “   THEY WANT TO FEEL OPPRESSED SO bad 🤨,1381447550872477696
ruralgirl22,"@AnnCoulter tell them the one about Nikki Haley being an immigrant, or wait- how about when you said America has taken in 1/4 of Mexicos population""
ooh ooh or the time you said ""The dutch were in South Africa first""",1381447533247954952
me2012_just,@iamjohnoliver seems like they're going to run away with not doing HR-1 or passing anything for that matter on account of the immigrant issue including the asylum seekers. If I had to lay money on it that would be the answer.,1381447530655834112
gauharj,"“People talk about the story of immigration as one big happy tale. But in every immigrant's story there is the sadness of a country, a culture, a family left behind."" - very true ! @FareedZakaria  golden words so sorry for your loss",1381447529401749508
_TrueBeaute,Slap tf out that hoe. Bet you won’t call someone a “nigger” again. https://t.co/JIH9thvAVp,1381447428918939649
meade6487,"@THEjeromesix @4SkillzClub @scottlincicome @TuckerCarlson It's such a weird clip for @scottlincicome to use to prove his point because he isn't explicit in the clip about either type of immigrant. But we all know how few legal immigrants become citizens, so without hearing him say he explicitly doesn't want immigrants...",1381447422807830529
VasanthRDurai,"Ouch! Mount Road Mao came playing victim card, and still peddling her agenda! And this... 🤣 https://t.co/4mGMtKXdCn",1381447415656374279
NegraFeminist,@__BigO__ They said “yeah nigger stick to athletics”,1381447406471016450
enormoussatan,fucking nigger fucking nigger fucking nigger fucking OCTAROON fucking NIGGER! DONT FUCKING PUT MY OBSERVATORY UPSIDE DOWN NIGGER! DONT FUCKING PUT MY OBSERVATORY UPSIDE DOWN NIGGER!,1381447358303641601
